Redacao,Nota
"No Brasil haviam escravos que tinham sua pele negra e eram compreendidos de maneira inferior em relação à raça branca. Em 1888, nasce a Lei Áurea para libertá-los. Na África do Sul, surge o regime de segregação racial e no mesmo século XX, o fim do Apartheid. Atualmente, ainda encontra-se fortemente o preconceito contra a pele negra. Até quando os preconceituosos irão abrir seus olhos e perceber que somos iguais?
Essa descriminação abrange multiplas áreas,  no trabalho, na experimentação de uma roupa ou alimento, por exemplo, alguém pode demonstrar nojo, acusar de roubo ou humilhar de modo a expôr a vítima. É um crime que, para quem é o afetado, pode ceifar o equilíbrio emocional e mental, podendo até privar a bem-estar social.
A Lei que penaliza os autores dos estigmas cotra o Afro-descendente, foi e continua sendo uma das melhores maneiras da prevenção desses abusos.
Para finalizar, além das lei formuladas e postas em prática, é também preciso a concientização de que o negro e o branco são iguais, que não há raça inferior ou superior, com a planificação das raças não mas encontraremos vítimas a respeito desse crime .",3.5
"No Brasil muitas meninas tem engravidado precocemente. Em razão da falta de informação, diálogo na família e também por falta de perspectivas de futuro.
As informações não estão chegando até as adolescentes de um modo geral, porque apenas cartazes e panfletos não dão conta do recado. O que pode ser feito para atingir o público alvo são palestras bem elaboradas e de uma linguagem jovial em todas as escolas públicas e privadas, ou pode-se optar ainda por grupos de teatro que transmitirão informações através da cultura.
Em casa, o assunto também pode ser abordado. Uma boa conversa com os filhos fazem dos pais seus melhores amigos respectivamente, e é importante ter bons conselhos nesta fase da puberdade. Caso os pais tenham dificuldades com o assunto, eles podem se tornar o público alvo para as palestras ou as peças de teatro.
Meninas a partir dos 15 anos devem se preocupar com os estudos e um futuro promissor. Saber a importância da leitura, dos cálculos e de cursos superiores para serem realizadas profissionalmente torna-se primordial, pois é nessa idade que já começam a desfrutar suas habilidades e a planejarem o que pretendem fazer num futuro próximo.
Contudo, precebe-se que há vários tipos de ajudas que veiculam pela informação. Os adoslescentes se divertem bastante e até devem aproveitar ao máximo cada momento que vivenciam , mas sempre com a plena consciência de que com a vida não se brinca.",4.0
"No Brasil não há casos de atentados contra a humanidade, homens bomba ou explosões como vemos em outros países de conflitos , mas isso não significa que estamos livres de um ato de violência.
Em qualquer lugar podermos pagar pela insatisfação de alguém, seja a pessoa estando indignada com o governo, com o modo de vida que leva ou com sua tristeza pessoal. Por isso jamais devemos pensar que isso não poderia acontecer aqui, pois essa situação está sujeita a ocorrer em qualquer lugar.
De fato deve haver um aumento nas medidas de segurança, principalmente em eventos onde há grande aglomeração de pessoas, como é o caso da copa das confederações , pois o indivíduo que pretende praticar o ato terrorista quer chamar a atenção de todos.
O atentado de Boston foi algo lamentável e eles não estavam preparados para tal episódio. Não deve ser cometidos os mesmo erros novamente, não devemos esperar que tudo ocorra bem.  Na cabeça de um terrorista tudo o que se passa é que por meio do mau , do caos e até mesmo da morte de inocentes, ele vai estar chamando atenção para seu desespero pessoal.
Diante dessa temática, deve sim haver uma preparação e muito planejamento para a realização de qualquer tipo de evento que poderia ser alvo de atos violentos. Temos que sentir segurança para desfrutamos do que há de bom, aquele gostinho de competição, o calor humano e a expectativa de vitória que a Copa nos proporciona, temos que estar preparados para tudo.",2.0
"No Brasil nota-se que o legado da copa do mundo para o Brasil veem sendo sendo questionado pelos brasileiros pois a copa e um evento muito importante pro pais porem,  falta estrutura para o mesmo além disso as manifestações são constates das pessoas que se dizem contra a copa.
Com os preparativas para a copa o Brasil veem se estruturando para receber vários turistas, parem ainda falta muito pra ter estrutura pra tanta gente assim.
Com diversas manifestações por quem e contra a copa por pensarem ser um gasto de dinheiro, os brasileiros e ate mesmo os estrangeiros acabam ficando com medo de ver jogos em estádios.
Desse modo o governo brasileiro deve melhorar a estrutura construído rodovias, hotes , e etc. com relação as manifestações reforça o policiamento capacitado para lhe dar com os manifestantes. O legado da copa pode ser positivo tanto pro país como pro brasileiros, reforçando o título de país do futebol.",2.5
"No Brasil o horário político surgiu no ano de 1965, em todas as emissoras de TV abertas do país. Mas dados recentes de pesquisas mostram que não é bem visto pelos telespectadores, onde grandes porcentagens dos cidadãos brasileiros acham dispensáveis.
A propaganda eleitoral sem dúvida tem sim seus benefícios, porque hoje a maioria dos brasileiros tem em seu ambiente domiciliar uma TV, um rádio e também a internet, sendo dessa forma, todos tem acesso ás informações divulgadas, podendo assim aprimorar seus conhecimentos sobre seu respectivo candidato e conhecer suas propostas de mandato.
Mas convenhamos que as campanhas não estão tendo um diferencial, estão muito repetitivas, falta algo que prenda a atenção do ouvinte, como por exemplo, o que ocorreu na campanha de São Paulo, em 1985, onde o PT, criou um personagem “Zé do muro”, e conseguindo assim chamar a atenção do público, e teve como resultado a vitória na eleição.  No entanto as campanhas estão se tornando muito sonolentas.
É preciso mudanças na campanha eleitoral, como, dividir o tempo por igual entre todos os candidatos, e seria mais favorável o debate público eleitoral, onde entram vários assuntos em pauta, e podendo assim, os candidatos exporem de maneira mais abrangente suas propostas de governo.
Portanto, esses poucos minutos é de certa forma uma importante ferramenta para a democracia brasileira, é preciso que os cidadãos brasileiros participem mais da politica do país, obter  mais conhecimentos sobre os candidatos, a final são estes que constituem a sociedade em que vivemos, então é preciso votar com responsabilidade.",3.5
"No Brasil são consideradas pessoas idosas aquelas que possuem idade igual ou acima de 60 anos. Sendo assim, essas pessoas tem direitos que as dão prioridades à preservação da vida, à saúde, educação, esporte, cultura, alimentação, lazer, cidadania, entre muitos outros direitos.
Porém, o que o idoso necessita para viver bem pode ser resumido em poucas palavras: o respeito da sociedade.
Ser idoso não significa ser incapaz. Ser idoso quer dizer acúmulo de experiência e basta apenas darmos oportunidades para aprendermos com os mais experientes o valor da vida.
Infelizmente o desrespeito, a descriminação e desvalorização da sociedade com as pessoas idosas são presenciadas a cada minuto em nosso país. Desrespeito nos atendimentos públicos, bancos, supermercados, no trânsito e pior, na própria família.
A palavra velho deveria ser usada para nos referir apenas aos objetos não mais utilizados e que facilmente jogamos no lixo por não nos servir.
Não deixemos nossos idosos isolados e sem nenhuma tarefa para fazer. O que eles precisam de nós é o que desejamos e gostamos de receber todos os dias, um pouco de atenção.",4.0
"No Brasil se defende a ideologia de que o povo brasileiro é desprovido de preconceito e intolerância, contudo as ações praticadas por alguns membros desse povo derruba essa ideologia .
Dentre os diversos tipos de preconceito encontrados na sociedade o mais notório é o preconceito religioso. Infelizmente pessoas que se dizem praticantes de uma determinada religião muitas vezes não aceita, que outras possuam uma crença diferente da sua, chegando a hostilizar aqueles não fazem parte do seu meio religioso.
A maioria dos casos de intolerância religiosa ocorre em locais onde o nível socioeconômico é mais baixo. Isso pode ocorrer porque as pessoas que vivem nessa condição são mais susceptíveis a acreditarem no que lhe dizem sem fazer nenhum questionamento, e muitas vezes são iludidas por líderes religiosos, mal preparados, que apregoam quase o fanatismo.
As religiões que tem a sua origem as matrizes africanas, são , dentre todas as diversas formas de cultos existentes no Brasil, as que mais sofrem esse tipo de preconceito, pois, como a escravidão no Brasil ainda faz parte de um passado recente, essas religiões por estarem ligadas ao negro ao pobre e a uma cultura que é pouco propagada causam medo e a tendência a ser hostilizada, tornando-as tabus religiosos.
Para diminuir essa intolerância camuflada que se encontra enraizada na sociedade  é necessário educar e informar o povo brasileiro, para que com mais cultura não haja espaço para o preconceito e a intolerância no Brasil.",7.5
"No Brasil um homem que comete assassinato será julgado e penealizado de acordo com o previsto no código penal , mas estaram os entes queridos da vitima satisfeitos com a pena que será imposta? A vida é o bem maior que podemos dispor, e para que ela possa ser resguardada com eficiência devemos deixar nossa opiniões de lado e aceitar o que será determinado nos tribunais, pois a justiça é o que a lei determina e não o que pensamentos subjetivos de um individuo ou grupo acham ou deixam de achar.
A lei em nosso país não discrimina, é unica para todos. A vingança é atitude egoísta, pois vai contra aquilo que é igual para todos os cidadãos, é um ato desprezivel que faz cada um ser juiz soberano acima dos outros, tirando os diretos de igualdade de liberdade e defesa justa que a lei nos proporciona.
A vitima de um assassinato não vai estar feliz ou triste depois da morte, para ela não haverá diferença, mas para aqueles que ficam, mesmo que o assassino cumpra a sentença com anos de prisão muito abaixo do esperado, seja por bom comportamento ou seja por fuga, aqueles que confiaram na lei teram suas conciências limpas, o sangue da vingança não estará em suas mãos.
A justiça é o que a lei determina, a vingança é a atitude arbitrária de resolver de acordo nossa vontade, as autoridades competentes devem ser consultadas, a nossa vontade não, e a justiça prevalecerá.",4.0
"No Brasil,  todo ano são praticados os trotes universitários, que são considerados como rituais para a entrada dos estudantes na universidade. Infelizmente, eles são aceitos pelas pessoas sem dificuldade. Elas os vêem como brincadeira, os vêem apenas como diversão. Estas  pessoas não estão vendo a proporção que esse tipo ato violento e mascarado está promovendo.
No Brasil,  os trotes têm se tornado cada vez mais violentos, causando acidentes e perdas de vidas humanas. Esses trotes são praticados de maneira excessiva, abusiva e humilhante. A pessoa que é submetida ao trote pode se sentir ofendida, denegrida, agredida e humilhada, correndo o risco de ficar abalada emocionalmente, podendo até ter que buscar uma ajuda profissional. A partir do momento em que uma pessoa precisa da ajuda de um profissional, isso não pode ser considerado somente como um trote, e sim como bullyng. Este ato é inaceitável . O trote deveria promover a integração dos novos alunos com os veteranos e não causar danos à saúde do mesmo.
Para conter o número de acidentes e vidas humanas, o governo e a reitoria da universidade, têm de trabalhar juntos, conscientizando a população sobre os riscos que podem ocorrer durante um trote.  Caso a universidade defenda que os trotes devem ser mantidos, pondo regras e limites, eles deveriam propor os trotes a serem feitos , todos sem riscos de vida e preservando a saúde dos estudantes.",3.5
"No Brasil,  várias foram as tentativas de se reduzir a maioridade penal no país. Muitas propostas de lei para esse paradigma foram reprovadas. Porém, o país vive um momento em que a população  em sua maioria, clama por este feito com a errônea e ilusória convicção de que assim a violência se amenizará. Decrescer a idade de responsabilidade criminal no Brasil seria um equívoco.
Primeiramente, é importante destacar que o problema existente acerca dessa questão, se deve ao fato de que no Brasil medidas que aparentemente são simples não são adotadas seriamente, como por exemplo, um investimento de qualidade na educação do país. Se isso ocorresse, haveria uma boa possibilidade dos jovens não recorrerem a criminalidade.
É válido ressaltar também, que países como Alemanha e Espanha, países melhor estruturados comparados ao Brasil, adotaram a medida de redução da maioridade penal e como consequência tiveram que reajustá-la, aumento novamente, pois a medida resultou no acréscimo da violência nos países. Deste modo, é possível notar que a proposição não cessaria o problema de crimes cometidos por menores no Brasil.
Tendo em vista esse panorama, pode-se perceber que a solução não está na redução da maioridade penal. Isso seria mascarar os problemas do país, contribuindo com essa ideologia e abstendo o Governo de sua responsabilidade social com estes jovens. Deve-se analisar caso á caso e mudar o modo de punição em caso de crimes hediondos, visando sempre reintegrar esse jovem a sociedade.
Não há dúvida, portanto, de que a resolução para o decréscimo da criminalidade de jovens, não implica na redução da idade penal e sim consiste em longas etapas em que o Estado, Família e outros órgãos sociais, devem participar integralmente. Pois, somente com o auxílio destes em projetos como o esporte, apoio profissional e outras atividades socioeducativas é que surtirá na retirada desses menores do mundo do crime.",6.0
"No Brasil, a discussão sobre legalização ou mesmo descriminalização da maconha ainda precisa ser muito amadurecida. Nosso país tem graves problemas de saúde pública e de falta de condições mínimas de sobrevivência. Fazer afirmações muito convictas agora, seria precipitar a decisão.
Uma das principais razões para a sociedade brasileira ainda não estar apta para propor a legalização da maconha é a condição moribunda da sua saúde pública. O álcool é um flagelo segundo as estatísticas de acidentes e de atendimentos emergenciais. O que aconteceria então com essas estatísticas se o efeito potencializador da bebida fosse empregado sobre os efeitos já nocivos da maconha. Deve-se partir do princípio de que um atendimento médico às vítimas dessas drogas prejudica enormemente às pessoas que estão em busca de cura para problemas crônicos de saúde.
Além disso, o povo deve participar ativamente de todas as decisões importantes na historia do país. A legalização da maconha seria um evento histórico. Aliás, história não é o forte das escolas brasileiras, bem como também não são o português e as outras matérias. Ou seja, não há base educacional para uma discussão do mesmo nível que se faz em países como Holanda e Canadá. Não se falem neles como parâmetros para nós.
É uma pena que o Brasil não tenha condição, enquanto sociedade, de tomar uma decisão democrática sobre um assunto como esse que afeta a vida de todos, em especial, a dos jovens. Porém, discutir abertamente nossas deficiências, talvez seja o primeiro passo.",5.0
"No Brasil, atualmente, temos um cenário muito favorável às mulheres. Como nunca, o país tem em cargos públicos e de maior evidência com Elas no poder. Esta é uma tendência, visto que a mulher sempre esteve em segundo plano e hoje pode mostrar suas qualidades e competências em qualquer campo de atuação.
No passado a mulher sempre esteve escondida atrás de uma sociedade injusta e machista, consolidada por uma opinião que as limitava e restringia. Era improvável uma mulher conseguir atuar em carreiras predominantemente masculinas.
Com o passar do tempo o chamado “Sexo frágil” entrou em universidades, adquiriu competências, independência, e o principal expuseram-se. Mergulharam sem medo em um universo de paradigmas e opiniões contrárias, mostrando sua capacidade de construir, consolidar, gerenciar, presidir...
Portanto, é necessário que compreendamos o crescimento do papel da mulher. Uma vez que o nosso país precisa de mão-de-obra qualificada e cada vez mais elas buscam conhecimento e aperfeiçoam suas habilidades. Devemos nos orgulhar de termos conseguido evoluir tanto nas últimas décadas, e este cenário é reflexo disto. Reconheçamos o esforço e o trabalho quando alcançam setores antes jamais ocupados por Elas . Por fim, como dito pela primeira presidenta do país: “Sim, a mulher pode!”.",4.0
"No Brasil, em 2012, está ocorrendo o Rio+20, o tema aborda questões ambientais e o futuro de nosso Planeta. Após 20 anos depois do acontecido do Eco-92, as Nações Unidas voltam-se ao principal problema de todos os países, como desenvolver a tecnologia sem agredir mais o meio em que vivemos.
Ao visualizar o nosso Planeta e suas grandes potências, pensamos em quanto poderiam ser úteis no desenvolvimento mundial sem agreção de nosso meio ambiente; porém não é isso que reflete os EUA na contribuição do Rio+20.  Seria uma escapatória? Como todos sabemos, o Estados Unidos estão na tão temida crise. Contudo, como advertem os chineses, ""Isso não pode ser uma desculpa para fugir do compromisso"", visto que os são os maiores consumidores e como consequência os mais vorazes em poluir, deixando a desejar seu cuidado com o meio ambiente. Todavia, o grande problema caminha em direção aos países subdesenvolvidos, tal como em um ""efeito dominó"", refletindo em nós o prejuízo causado pela irresponsabilidade, deixando no ar a interrogação ""poluída"" de como ficará o mundo com dinheiro e sem àrvores
Portanto as expectativas por um futuro melhor, com uma conferência tão importante, só haverá êxito se todos contribuírem, sejam eles chineses, americanos ou brasileiros. Pois o risco está em uma vida universal,  cabe a cada qual dar o seu exemplo para que possamos ter um futuro garantido.",4.0
"No Brasil, em 2012, está ocorrendo o Rio+20, o tema aborda questões ambientais e o futuro de nosso Planeta. Após 20 anos depois do acontecido do Eco-92, as Nações Unidas voltam-se ao principal problema de todos os países, como desenvolver a tecnologia sem agredir mais o meio em que vivemos.
Ao visualizar o nosso Planeta e suas grandes potências, pensamos em quanto poderiam ser úteis no desenvolvimento mundial sem agreção de nosso meio ambiente; porém não é isso que reflete os EUA na contribuição do Rio+20.  Seria uma escapatória? Como todos sabemos, o Estados Unidos estão na tão temida crise. Contudo, como advertem os chineses, ""Isso não pode ser uma desculpa para fugir do compromisso"", visto que os são os maiores consumidores e como consequência os mais vorazes em poluir, deixando a desejar seu cuidado com o meio ambiente. Todavia, o grande problema caminha em direção aos países subdesenvolvidos, tal como em um ""efeito dominó"", refletindo em nós o prejuízo causado pela irresponsabilidade, deixando no ar a interrogação ""poluída"" de como ficará o mundo com dinheiro e sem àrvores
Portanto as expectativas por um futuro melhor, com uma conferência tão importante, só haverá êxito se todos contribuírem, sejam eles chineses, americanos ou brasileiros. Pois o risco está em uma vida universal,  cabe a cada qual dar o seu exemplo para que possamos ter um futuro garantido.",4.0
"No Brasil, o preconceito racial tem raízes históricas, pois os ideais de monarquia aristocrática rebaixaram o negro a um mero serviçal. O mesmo reproduzido em pleno século XXI.
Idéias escravocratas existem desde 1500, quando os europeus traziam, em navios negreiros, africanos para trabalhar nos canaviais brasileiros. Na Revolução Industrial, pode-se afirmar que o preconceito era tão intenso que a população chegou a ser dividida pela discriminação e preconceito; a divisão era burguesia e operários.
No Brasil, nos dias atuais, ainda há muita discriminação e os negros e as mulheres são os que mais sofrem com isso. Com o tempo esses excluídos ganharam seu espaço nessa sociedade capitalista e racista. Direitos como o trabalho com carteira assinada e voto. Porém ainda racismo no mundo e exemplo claro está na educação, normalmente quem é classe média estuda em escola privada e quem é classe pobre aprende o conhecimento em colégio público.
Portanto, os cidadãos precisam banir essas práticas de exclusão ao próximo, pois na lei diz ""Nós somo iguais perante a lei""  e a bíblia sustenta, citando ""amai ao próximo como a si mesmo"", ou seja, todos são iguais perante a lei e a Deus.",5.5
"No Brasil, os idosos não são tão valorizados como em outros países, no  geral, a sociedade não lhes dá a devida importância e todo o respeito que merecem.
Por outro lado, possuem o Estatuto do Idoso que lhes assegura dignidade e cidadania, dando-lhes direito à saúde, educação, alimentação, trabalho, lazer, etc. Possuem também alguns privilégios sociais como não enfrentar filas, pagar meias-entradas, terem vantagens em bancos de créditos, etc.
Apesar de terem todas essa vantagens, recebem um salário de aposentadoria muito baixo, o que na maioria dos casos é insuficiente para manterem suas necessidades básicas, e mesmo tendo auxílio saúde, gastam muito na compra de remédios e em consultas médicas.
Muitas pessoas não aceitam que a terceira idade tenha tantos privilégios, como nos casos em que os idosos abusam de suas vantagens, e se revoltam contra essas situações.
A sociedade deve conscientizar-se da importância do idoso, implementando campanhas publicitárias de valorização a sua experiência e sabedoria. As escolas, igrejas e outras entidades devem ampliar o espaço de participação do isso em suas ações, tornando-os mais ativos.",4.5
"No Brasil, os professores que defende algum partido político é visto como um contaminador de ordens políticas nas escolas.
Acontece que os jovens terminam o ensino médio sem ter uma definição do que é política, conhecem apenas o que a mídia divulga para a sociedade. As manifestações que ocorrem no país muitos jovens saem pelas ruas com a cara pintada com cartazes, mas muitas das vezes não tem ideia de qual causa está lutando e que benefício irá trazer para a sociedade.
Dessa forma o professor tem de grande importância orientar seus alunos sobre política para que fique informado e saiba dos seus direitos como cidadão.",2.5
"No Brasil, principalmente em grandes cidades, a taxa dos crimes vem aumentando em uma velocidade muito alta. E com isso, acarretam-se grande números de mortos gradativamente.
A polícia faz sua parte, mas a quantidade de crimes é enorme. E para piorar ainda mais a situação os confrontos entre ambos, faz com que policiais raivosos e insatisfeitos acabem por matar estes foras da lei.
Mas todo esse alvoroço não justifica essa ação, cometer a atrocidade de querer fazer justiça com as próprias mãos não vai resolver em nada o problema , pelo contrário, só vai piorar. Ainda é muito comum casos em que oficiais capturam esses criminosos e antes mesmo de chegar a alguma sede ou delegacia o executam. Será justo fazer essa chamada justiça dessa forma.
Se for para vivermos em uma sociedade justa e de princípios, aquela frase ""bandido bom é bandido morto"" não se encaixa. Pois em um país com normas e culturas tão complicadas, a igualdade de se viver é a mesma para ambos, sejam inocentes ou criminosos .
Uma medida certa e sensata, seria o governo posicionar-se de maneira diferente, valorizar mais o trabalho de um policial, lhe dando mais chances e mais segurança, já que policiais também morrem de forma cruel e injusta. E também, tudo aquilo que é feito com má vontade, acaba se tornando algo mais complicado e impossível de se resolver.",2.5
"No Brasil, vários estudantes questionam ou até mesmo reclamam da educação em escolas públicas. Uma dessas insatisfações é pelo fato de não conseguir ingressar no ensino superior.
Não devemos deixar de ressaltar que realmente nosso país apresenta imensa dificuldade quando se refere a educação. Dados estatísticos demonstram que ao menos um a cada cinco estudantes do terceiro ano do fundamental não apresentam requisitos mínimos de alfabetização em leitura, escrita e matemática.
Diante desse panorama ainda encontramos casos de sucesso e superação, como por exemplo, o estudante Ismael do Nascimento Silva que é filho de um pedreiro e de uma catadora de castanhas, e apesar desses obstáculos conseguiu se formar em direito no Piauí. Outro caso ocorreu com o detento Venilton Leonardo Vinci que se formou em pedagogia e já pensa em realizar uma pós graduação .
Verificamos que independente de circunstâncias e obstáculos que a vida nos proporciona , seja ele se o indivíduo estuda numa escola privada ou pública, ou se o mesmo é pobre ou rico , se tivermos determinação e esforço independente do que tivermos que enfrentar, sem dúvidas alcançaremos um grande êxito educacional como ocorreu com Ismael e Venilton.",4.0
"No carnaval deste ano, a escola de samba União da Ilha do Governador trouxe para a avenida o samba enredo onde questionava ""beleza pura?"", uma crítica ao mundo que valoriza mais a beleza exterior do que a interior. É nesse contexto no qual vivemos atualmente, numa sociedade consumista que almeja padrões de beleza preconizados pela mídia, no entanto, esses desejos podem colocar em xeque a saúde dos indivíduos.
Em meados de 1920 o consumismo reinava, no momento presente ele continua imperando veementemente. Com base nisso, na década de 20 nos Estados Unidos da América os cidadãos consumiam bens e serviços, desenfreadamente, fomentados por meio de propagandas, sobretudo, acessórios e roupas usadas por modelos nas campanhas publicitárias no American Way of Life ou estilo de vida americano. Esse cenário na esfera mundial não mudou no século XIX, aliás, foram os meios de comunicação que inovaram com o advento de novas tecnologias.
Com a modernização na área de comunicação, a mídia que já tinha uma papel fundamental na divulgação se intensificou. Prova disso, é a TV e internet, canais usados constantemente para transmitir elevados tipos de vida e estereótipos a serem obtidos pelo público-alvo, e quem não segue esse paradigma é rotulado de antigo, obsoleto, só porque não se deixar ser persuadido pelos meios de comunicação em massa, contudo, o anseio em excesso por padrões estéticos pode culminar em sérias consequências aos que buscam o modelo ideal.
A avidez incessante para se ter a imagem bela no meio social pode acarretar em efeitos físicos e psicológicos nos sujeitos . Um caso recente foi o drama da modelo Andressa Urach, que ficou internada e passou por cirurgias devido a complicações nas coxas por te injetado hidrogel, todavia, as marcas não ficaram registradas só no corpo, o seu lado emocional também foi afetado, uma ocorrência que poderia ter sido evitada.
Dessa forma, para coibir eventuais casos como o da vice miss bumbum, cabe ao governo tomar medidas eficazes que inibam esses acontecimentos, fiscalizando o comércio de produtos para cirurgias plásticas, a mídia continuar exercendo sua função social não influenciando os receptores , a escola estimular o pensamento crítico dos alunos, a família educar os seus membros para que eles se tornem pessoas conscientes de seus atos, a sociedade respeitar à diversidade e diante disso quem sabe, uma escola de samba não leve para a avenida um samba enredo exaltando a beleza como ela é.",8.0
"No convívio social, constantemente, acontecem determinadas transfomações em vários campos,  em que estamos a mercê delas, na política, na ciência, na economia e, atualmente, na têxtis . Isso mesmo.  Mas para que tais revoluções nesses sítios se realizem, é preciso quebrar certos paradigmas de costumes, que tem uma influência teórica consolidada das pessoas, quando o assunto é o tipo de vestimenta adequado.
A isso se corpora como tradição uma boa educação, um perfil de quem se veste e comportamento com o devido utensílo . Uma vez rompido essas hegemonias causam repercussões constrangedoras.
A polêmica gerada pela  causa da  utilização da roupa prevalece a incoerência , porque devemos ter primeiramente o respeito para com outro de liberdade de vestir, desde que haja  ética preponderante ao traje adequado.
Essa discordância de costumes, acarretará o determinado reflexo de como a sociedade deve-se vestir nos lugares. Mas partindo da  teoria da expressão de liberdade, nada impede que possa usar qualquer tipo de roupa. Em decorrência disso, poderá surgir a regulamentação do traje para os certos estabelecimentos , devido ao caso de uma estudante que marcou este ano pelo modo diferente de se vestir em uma instituição de ensino.
Enfim, a opção de não seguir o mesmo comportamento geral  não quer dizer que seja irregular, como o ocorrido com a universitaria Geisy,  porque perpassou sobre o seu estilo, a hostilização de seus mesmos parceiros patamares devido a roupa ou a falta de regras previas pelo a instituição.  No final das contas, absorvida , demonstra-se, portanto, que além de derrubar a maioria que eram contra, a mudança de costumes prevalecerão constante.",2.0
"No cotidiano humano, a ocorrência de desastres - tanto de origem natural quanto antropomórfica \- é fato banal. Diariamente somos bombardeados, entretanto, por fenômenos calamitosos que, por via de regra, poderiam ser evitados.  O desastre de Mariana é, nesse sentido, uma pequena parcela do estrondoso iceberg de negligências que ao invés de servir de alerta, parece cai ao esquecimento.
Chernobill ; explosão na usina de Fukushima.  Golfo do México; sucessivos vazamentos de petróleo no litoral carioca. A imensa massa de tragédias de caráter similar que percorrem e se acumulam durante os anos nada mais faz do que afirmar o desmazelo que o homem carrega em suas costas. Nesse sentido, a negligência torna-se uma virtude e o ato de negligenciar, associado a repetição do mesmo, é tal qual uma honra.
A tragédia de Mariana é, mais uma vez, fruto desse agouro da civilização. As mentes por trás desse, assim como grande parte de ocorrências do tipo, são corporações que sonegam suas ações desprovidas de planejamento ambiental e social, através da propaganda e, até quem sabe -, os benefícios temporários: emprego, dinheiro... Contudo, a imediata ação - privada de burocrática razão - leva a desastres,tais como este.
Ter os pés no Chão para prevenir o pior é uma qualidade que está em escassez no mundo. Apesar disso - no Brasil - através da fiscalização severa por órgãos já existentes quanto ao cumprimento e a regularidade sustentável das multinacionais e empresas que envolvem zonas ambientais, esse fato pode ser revertido.  Concomitante , a propagação de um sistema de educação baseado na ética e na consciência e respeito para com à terra é fundamental. Com isso, quem sabe, deixaremos de negligenciar o passado e enfim aprender com os nossos erros.",5.0
"No decorrer dos anos, os seres humanos evoluíram de tal forma que perante as conquistas apenas os destroços prevaleceram. Dentre as mais variadas evoluções, estão os chamados  “Produtos transgênicos” , ou seja, organismos genéticamente modificados.
Esses organismos recebem genes de outro ser vivo, podendo ter origem em outra espécie. Essa prática tem como objetivo principal selecionar plantas e animais mais resistentes a doenças, pragas, agrotóxicos e mudanças climáticas, e que sejam também mais nutritivos e produtivos. Mas isso não é tudo, existem possíveis riscos e danos à saúde humana e impactos ambientais que esses produtos transgênicos podem causar.
O uso desses produtos podem trazer consequências ainda desconhecidas à saúde. As empresas geram lucro com esse produtos pois resistem às doenças e pragas, produzindo em grande escala, porém, os consumidores correm um alto risco de saúde e há uma grande degradação no meio ambiente em que vivem. Os grandes produtores ignoram os agrossistemas sustentáveis, que seriam uma solução ao não uso da transgênia .
Contudo, cabe ao consumidor optar pelo seu uso ou não, de acordo com seu estilo de vida e sua consciência ecológica, sendo fundamental a participação de toda sociedade na opinião sobre a liberação ou restrição dos organismos transgênicos. O problema é que muitos fabricantes sequer alertam o consumidor da utilização de OGM.",5.0
"No dia 13 de março de 2016, o Brasil se deparou com um grande panelaço a favor do Impeachment da presidente Dilma Rousseff. A noticia se espalhou rapidamente pelas redes sociais, convocando mais de trinta e quatro cidades pra irem para as ruas.
O Impeachment só pode acontecer se tivéssemos provas acusando-a de crimes de responsabilidade. Segundo o cientista político Matthew Taylor pesquisador do Brazil Institute, até o momento não há provar de crimes de responsabilidade, nem de sua participação no caso da Petrobras.
Diante dos noticiários que afirmam que alguns partidos políticos estão interessados no Impeachment da Dilma, outros afirmam o contrario , querem ver a Dilma afundar na crise, obrigando-a tomar decisões difíceis, para retomar o bom funcionamento do país.
Ter ou não ter o Impeachment ? Segundo os analistas, outros países da América Latina também estão passando por uma crise, como a Argentina e a Venezuela, com a inflação acima de 35%, enquanto o Brasil está em aproximadamente 8%. Este é o grande erro das pessoas, não olharem ao redor, não observarem a situação dos outros países, pensarem que com o Impeachment haverá um milagre, e tudo voltará ao normal.",3.0
"No dia 21/11, o Supremo Tribunal Federal (STF) realizou a audiência pública para debater sobre a publicação de biografias não autorizadas.
O que está em jogo é a exposição de pessoas famosas (cantores, artistas, autores, políticos, e demais. Essa leva de pessoas tem o  “poder”  para lutar e buscar seus próprios interesses. O cantor Roberto Carlos teve sua vida biografada, mas não admitiu a venda. Um repórter de um programa da rede Banbeirantes foi tentar entrevistar o cantor Gilberto Gil, ele não quis comentar sobre o assunto.
Famílias veem sua intimidade publicada, isso gera problemas com sua imagem, leitores terão acesso as informações de todo o seu passado. Nesse caso, os escritores, só tem à perder, querendo invadir vidas de pessoas  “poderosas” .
Assim os biografados se sentem explorados, pois suas vidas estão relatadas em um livro, e pessoas tirando proveito disso tudo sem serem autorizados; Puro mercado, fama e dinheiro.
O código civil  no artigo 20, diz que “a divulgação de escritos, a transmissão de palavra ou a publicação, a exposição, ou a utilização da imagem de uma pessoa poderão ser proibida  ”.
As biografias sem a autorização do biografado jamais devem ser publicadas. Pois as mesmas são de pessoas publicas  conhecidas em todo o mundo, e elas não querem ser reconhecidas através de escândalos e conflitos. Elas querem passar para a mídia tudo àquilo  que faz bem para o ego, o que não faz fica em oculto .",3.0
